gvkey,conm,tic,cusip,cik,sic,naics,LINKPRIM,LIID,LINKTYPE,LPERMNO,LPERMCO,LINKDT,LINKENDDT
001729,ARDEN INTL KITCHEN INC,AIKI.1,039782107,0000353575,2030,31142,P,01,LU,33583,1591,1981-08-11,1994-12-30
001730,ARDEN-MAYFAIR INC,ARDN.,039789102,,5411,,C,01,LC,14868,332,1972-12-14,1977-12-31
001732,ARGO PETROLEUM,4268B,040138109,,1311,211111,P,01,LU,61719,338,1972-12-14,1986-07-31
001733,ARGONAUT ENERGY CORP,ARGN.,040150104,0000007184,1311,211111,P,01,LC,14892,337,1976-01-13,1986-08-28
001734,ARGOSYSTEMS INC,ARGI.1,040239105,0000201131,3812,334511,P,01,LU,14905,5707,1982-12-03,1987-08-31
001735,ARGUS INC,1982B,040249104,,5040,,C,00X,LC,29188,23602,1973-03-01,1974-06-18
001738,WASHINGTON MUTUAL FINL CORP,WM1,939320008,0000007214,6141,522291,P,01,LC,24088,23256,1962-01-31,1979-01-26
001738,WASHINGTON MUTUAL FINL CORP,WM1,939320008,0000007214,6141,522291,C,00X,LC,24088,23256,1949-08-01,1962-01-30
001739,HOMEFREE VILLAGE RESORTS,8227B,437393200,0000065291,6531,531311,P,01,LU,14913,6151,1983-07-08,1992-06-30
001741,ARIZONA BANCWEST CORP,AZBW,040460107,0000357297,6020,522110,P,01,LU,14940,21,1972-12-14,1986-10-31
001743,ARCBEST CORP,ARCB,03937C105,0000894405,4213,484122,C,02,LC,77595,11512,1992-05-13,E
001743,ARCBEST CORP,ARCB,03937C105,0000894405,4213,484122,C,02,LC,48004,24975,1969-03-18,1988-07-25
001746,NORAM ENERGY CORP,CNP2,655419000,0000007314,4923,422720,P,01,LU,29196,20211,1962-07-02,1997-08-06
001748,ARLANS DEPT STORES INC,AAD.1,041321100,,5311,,P,01,LU,39503,24391,1963-08-05,1973-04-30
001749,ARLEN CORP,ARRD,041327107,0000007346,9995,999990,C,01,LU,52046,25221,1971-03-01,1986-04-10
001750,ARLEY MERCHANDISE CORP,ARY.1,041335100,0000752313,2390,314,P,01,LU,66819,25770,1984-11-26,1986-12-31
001751,ARLINGTON REALTY INVESTORS,6194B,041749102,0000085942,6798,525930,C,01,LU,14964,3955,1979-01-31,1988-05-03
001751,ARLINGTON REALTY INVESTORS,6194B,041749102,0000085942,6798,525930,C,00X,LU,14964,3955,1975-01-01,1979-01-30
001752,ARMAC ENTERPRISES INC,ARI.5,042078105,0000007376,3944,,P,01,LC,56928,25546,1972-12-14,1976-02-27
001753,ARMADA CORP,3AMDA,042083105,0000007377,3350,331,C,01,LU,19764,10300,1963-12-31,1990-08-31
001753,ARMADA CORP,3AMDA,042083105,0000007377,3350,331,C,00X,LU,19764,10300,1950-01-01,1963-12-30
001754,ARMATRON INTERNATIONAL INC,3ATRNE,042167106,0000008699,3524,333112,C,01,LU,29380,20213,1966-01-31,1996-02-23
001755,ARMCO INC,AS.,042170100,0000007383,3312,331111,C,00X,LU,17566,20214,1950-01-01,1962-01-30
001755,ARMCO INC,AS.,042170100,0000007383,3312,331111,P,01,LU,17566,20214,1962-01-31,1999-10-29
001756,ARMEL INC,AML.3,042198101,0000718438,5661,448210,P,01,LU,67387,6014,1983-05-26,1987-10-30
001757,ARMIN CORP,ARP.2,042231100,0000007400,3081,,P,01,LU,56717,25536,1972-12-14,1979-08-31
001758,ARMOUR & CO,G2,042303008,,2011,,P,01,LC,10524,22198,1964-03-31,1970-12-28
001760,ARMSTRONG (A.J.) CO INC,2079B,042393108,,6153,,C,00X,LC,14999,343,1974-01-01,1975-01-14
001761,ARMTEK CORP,ARM.,042478107,0000806858,3011,326211,P,01,LU,27270,23465,1962-01-31,1988-10-03
001762,ARMSTRONG HOLDINGS INC,3ACKH,042384107,0001109304,3089,326199,P,01,LU,19692,20215,1962-01-31,2002-11-04
001762,ARMSTRONG HOLDINGS INC,3ACKH,042384107,0001109304,3089,326199,C,00X,LU,19692,20215,1950-01-01,1962-01-30
001763,ARNAV INDUSTRIES INC,1004B,042537209,0000776064,2330,,C,00X,LU,15019,344,1974-01-01,1974-11-07
001766,ARNOLD INDUSTRIES INC,AIND,042595108,0000700612,4213,4841,C,00X,LU,15035,3240,1977-01-01,1977-01-30
001766,ARNOLD INDUSTRIES INC,AIND,042595108,0000700612,4213,4841,P,01,LU,15035,3240,1977-01-31,2001-12-31
001767,ARO CORP,ARO.3,042627109,,3540,,P,01,LU,27502,23481,1962-01-31,1985-11-29
001769,ARPEJA CALIFORNIA INC,ARPJ.1,042692103,0000003055,2300,,P,01,LU,15043,350,1972-12-14,1979-03-30
001771,ARRAYS INC-NEW,ARAY.2,042697102,,7372,511210,P,01,LU,15051,6776,1985-10-31,1988-02-29
001772,ARROW AUTOMOTIVE INDUSTRIES,AIRW.,042727107,0000007533,3690,336322,C,01,LU,60230,351,1972-12-14,1998-09-21
001773,ARROW ELECTRONICS INC,ARW,042735100,0000007536,5065,423690,P,01,LU,29209,20217,1966-04-29,E
001774,ARROW HART INC,AROW.1,042753103,0000007541,3613,,P,01,LU,15078,348,1972-12-14,1975-04-30
001777,ARTCO INDUSTRIES INC,ARTB.1,042897108,0000007575,2421,,C,01,LU,15115,353,1972-12-14,1983-01-31
001778,ARTEK SYSTEMS CORP,ARTK.,043008200,0000007580,3826,,P,01,LU,15123,355,1979-01-31,1982-07-30
001779,ARTEL COMMUNICATIONS CORP,AXXX,043009109,0000718044,3576,334119,P,01,LU,15131,6033,1983-06-02,1994-02-28
001780,ARTISTIC GREETINGS INC,ARTG.1,043142108,0000007610,2780,323118,C,00X,LU,15166,8149,1974-01-01,1986-05-29
001780,ARTISTIC GREETINGS INC,ARTG.1,043142108,0000007610,2780,323118,P,01,LU,15166,8149,1986-05-30,1998-05-29
001781,ENTRADE INC,ETAD,29382L100,0000897265,7370,514191,P,01,LU,31472,20218,1966-01-31,2001-10-10
001782,ARTS & LEISURE CORP,ARTS.,043150101,0000007620,2771,,P,01,LC,15182,356,1972-12-14,1975-02-27
001782,ARTS & LEISURE CORP,ARTS.,043150101,0000007620,2771,,P,01,LC,15182,356,1975-09-01,1976-02-27
001783,ARTS WAY MFG INC,ARTW,043168103,0000007623,3523,333111,P,01,LC,15203,357,1972-12-14,E
001784,ARUNDEL CORP,ARL.1,043177104,0000007627,3270,3273,P,01,LU,44046,24728,1966-12-28,1988-01-29
001785,ARVIDA CORP,ARVC.,043285105,0000007634,6552,,P,01,LU,15211,358,1972-12-14,1976-06-30
001786,ARVIN INDUSTRIES INC,ARV,043339100,0000007636,3714,3363,C,00X,LU,21143,20219,1950-01-01,1962-01-30
001786,ARVIN INDUSTRIES INC,ARV,043339100,0000007636,3714,3363,P,01,LU,21143,20219,1962-01-31,2000-07-31
001787,ARWOOD CORP,AWD.1,043375104,0000007641,3390,,P,01,LC,41646,24551,1965-02-24,1976-03-31
001788,ASAMERA INC,ASM.2,043411107,0000007647,1311,211111,P,01,LU,29225,23605,1966-07-29,1988-08-03
001789,ASARCO INC,AR.2,043413103,0000007649,3330,331411,P,01,LU,10364,20220,1962-01-31,1999-11-30
001789,ASARCO INC,AR.2,043413103,0000007649,3330,331411,C,00X,LU,10364,20220,1950-01-01,1962-01-30
001793,ASHLAND OIL CANADA LTD,AHX.1,044539104,,2950,,P,01,LU,42972,24648,1969-01-31,1979-02-28
001794,ASHLAND INC,ASH,044186104,0001674862,2820,3252,P,01,LC,24272,20222,1962-01-31,E
001795,ASHTON-TATE CO,TATE,045080108,0000727472,7372,511210,P,01,LU,15246,6631,1983-11-30,1991-10-31
001796,ASKIN SERVICE CORP,ASK,045177102,,5651,,P,01,LU,52951,25287,1971-08-11,1981-06-25
001797,ASPEN EXPLORATION CORP -OLD,ASPN.1,04599Y930,,1311,211111,C,01,LU,15254,377,1981-03-31,1992-06-16
001798,ASPEN IMAGING INTL INC,ARIB,045301108,0000741517,3950,339994,P,01,LU,15262,6962,1984-04-03,1996-06-28
001799,ASPEN SKIING CORP,ASKG,045303104,0000007748,7990,,P,01,LU,15289,372,1972-12-20,1978-05-31
001801,ASSOCIATED COCA-COLA BOTTLNG,ACOK,045537107,,2086,,P,01,LU,15326,48,1972-12-14,1982-07-30
001802,ASSOCIATED COMMUN  -CL A,ACCMA,045541109,0000230036,4812,513322,P,01,LU,15334,32,1981-07-07,1994-12-15
001802,ASSOCIATED COMMUN  -CL A,ACCMA,045541109,0000230036,4812,513322,J,02,LU,15342,32,1983-07-18,1994-12-30
001803,ASSOCIATED DRY GOODS CORP,DG.2,045573102,0000007822,5311,452110,P,01,LU,10559,22202,1962-01-31,1986-10-31
001803,ASSOCIATED DRY GOODS CORP,DG.2,045573102,0000007822,5311,452110,C,00X,LC,10559,22202,1950-02-01,1962-01-30
001805,ASSOCIATED FOOD STORES INC,AFC.3,045609104,,5141,,P,01,LU,29241,23608,1962-07-02,1975-05-30
001806,ASSOCIATED FREIGHTWAYS INC,ASFR,045622107,0000007845,4210,,P,01,LU,15377,369,1972-12-14,1977-03-31
001808,ASSOCIATED HOSTS INC,AHST,045654100,,5812,722,P,01,LU,15385,130,1972-12-14,1988-12-30
001810,ASSOCIATED MEDICAL DEVICES,3YOUR,987809100,,3842,,C,01,LU,15393,5094,1980-10-31,1984-01-26
001810,ASSOCIATED MEDICAL DEVICES,3YOUR,987809100,,3842,,C,00X,LU,15393,5094,1980-10-28,1980-10-30
001811,ASSOCIATED MORTGAGE INVESTOR,3ASMSQ,045735107,0000007913,6798,525930,C,00X,LU,50219,25116,1980-01-01,1985-04-29
001811,ASSOCIATED MORTGAGE INVESTOR,3ASMSQ,045735107,0000007913,6798,525930,P,01,LU,50219,25116,1985-04-30,1990-04-30
001812,ASSOCIATED PRODUCTS INC,ADU.1,045789104,0000007931,2040,,P,01,LU,39247,24373,1963-05-27,1973-09-28
001813,ASSOCIATED TRANSPORT INC,ATP.1,045879103,0000007965,4210,,P,01,LU,43019,24652,1966-03-14,1974-04-30
001814,ASTRO COMMUNICATIONS INC,ASTO,046376109,0000351385,3640,335129,C,01,LC,63888,366,1981-05-14,1984-11-09
001818,ASTRADYNE COMPUTER INDS INC,ADYC,046345104,0000354768,7374,514210,C,01,LU,15414,5179,1981-11-10,1988-12-20
001819,ASTREX INC,NWXJ,65056Q108,0000008038,5065,423690,C,00X,LU,29276,20224,1962-07-02,1965-10-28
001819,ASTREX INC,NWXJ,65056Q108,0000008038,5065,423690,C,01,LU,29276,20224,1965-10-29,1992-03-30
001820,ASTRONOVA INC,ALOT,04638F108,0000008146,3577,334118,P,01,LU,15537,5225,1981-12-08,E
001821,ASTRO-MED INC  -OLD,ASDI,046382107,0001311735,3825,,P,01,LU,15422,6005,1983-05-25,1985-01-31
001822,ASTROCOM CORP,ATCCQ,046390100,0000215155,3576,334119,C,01,LU,15449,49,1979-01-31,1992-07-23
001823,ASTRONICS CORP,ATRO,046433108,0000008063,3640,336320,P,01,LU,15457,397,1978-11-30,E
001823,ASTRONICS CORP,ATRO,046433108,0000008063,3640,336320,C,00X,LU,15457,397,1974-01-01,1978-11-29
001824,ASTROSYSTEMS INC,3ASTZ,046465100,0000008065,3823,334513,C,00X,LU,15465,379,1973-09-01,1979-01-30
001824,ASTROSYSTEMS INC,3ASTZ,046465100,0000008065,3823,334513,P,01,LU,15465,379,1979-01-31,1996-11-25
001825,ATALANTA CORP,ALT.2,046495107,0000008080,5140,,P,01,LU,52492,25254,1971-05-13,1980-03-31
001827,ATCO INDS,ACND.1,046787107,,3350,,C,01,LU,29284,23610,1966-08-31,1980-12-30
001829,ATCOR INC,ATCO.,046808101,0000721701,3640,3359,P,01,LU,15473,6334,1983-08-26,1987-08-26
001830,ATHENA COMMUNICATIONS CORP,2801B,046845103,0000008097,4841,,C,01,LU,15481,388,1978-12-12,1980-04-25
001831,ASSOCIATES FIRST CAP -CL A,AFS,046008108,0000007974,6141,522291,P,01,LC,83440,31626,1996-05-08,2000-12-01
001832,ATHEY PRODUCTS CORP,3ATPCQ,047465109,0000008109,3711,336120,C,01,LU,15502,7076,1984-06-06,2000-12-08
001833,ATHLONE INDS,ATH.2,047483102,0000008117,3312,331111,P,01,LU,47140,20226,1968-11-14,1993-11-10
001834,ATICO FINANCIAL CORP,ATFC.,047555206,,6552,233110,C,00X,LC,15529,387,1980-01-07,1982-01-28
001834,ATICO FINANCIAL CORP,ATFC.,047555206,,6552,233110,C,01,LC,15529,387,1982-01-29,1986-07-31
001835,ATKINSON (G F) CO/CA,ATKQ,047620109,0000008137,1600,234,C,01,LU,85607,7628,1985-07-01,1998-04-22
001837,SOUTHERN CO GAS,SO7,84399X001,0001004155,4924,221210,P,01,LC,15553,116,1972-12-14,2016-06-30
001840,ATLANTA/LASALLE CORP,2905B,048006100,,5090,4219,P,01,LU,15561,150,1978-01-31,1981-10-22
001842,ATLANTIC BANCORPORATION,ABAN.,048222103,0000931871,6020,,C,01,LU,15588,12,1972-12-14,1985-11-29
001843,ATLANTIC ENERGY INC,ATE.2,048903108,0000806393,4911,22111,P,01,LC,24301,20228,1962-01-31,1998-02-27
001843,ATLANTIC ENERGY INC,ATE.2,048903108,0000806393,4911,22111,C,00X,LC,24301,20228,1951-01-01,1962-01-30
001844,ATLANTIC METROPOLITAN CORP,ATC.1,048694103,,6500,,P,01,LC,54084,20869,1972-02-01,1984-05-30
001845,ATLANTIC OIL CORP,3069B,048771109,0000008241,3911,,P,01,LC,15641,394,1978-01-31,1983-02-18
001846,ATLANTIC PEPSI-COLA BOTTLING,ABOT.,048780100,,2086,,P,01,LU,15660,27,1972-12-14,1979-03-30
001847,ATLANTIC RESEARCH CORP,ATRC.,048816102,0000008254,3760,3364,P,01,LC,15676,395,1979-06-07,1987-12-31
001848,ATLANTIC RICHFIELD CO,ARC.3,048825103,0000775483,2911,324110,P,01,LU,10604,20227,1962-01-31,2000-04-28
001848,ATLANTIC RICHFIELD CO,ARC.3,048825103,0000775483,2911,324110,C,00X,LU,10604,20227,1950-01-01,1962-01-30
001849,ASA HOLDINGS INC,ASAI.,04338Q107,0001023944,4512,481111,P,01,LU,15684,5588,1982-07-22,1999-05-28
001850,ATLANTIC STEEL CO,ATST,049051105,0000008273,3312,,C,01,LU,15692,399,1972-12-14,1979-08-31
001852,ATLANTIC TELECASTING CORP,2875B,049080104,0000278311,4833,513120,C,01,LU,15705,402,1979-03-30,1981-03-18
001854,ATLAS CHEMICAL INDS INC,ACI.1,049231103,,2810,,P,01,LC,10620,22209,1962-01-31,1971-06-30
001854,ATLAS CHEMICAL INDS INC,ACI.1,049231103,,2810,,C,00X,LC,10620,22209,1950-01-01,1962-01-30
001855,ATLAS CONS MINING & DEV CORP,ACMBB,049249303,0001575721,1000,212,C,01,LU,29321,20230,1965-09-30,1995-04-24
001856,ATLAS MINERALS INC,ATMR.1,049371107,0000008302,1040,212221,P,01,LU,20458,20231,1965-10-29,1997-08-28
001856,ATLAS MINERALS INC,ATMR.1,049371107,0000008302,1040,212221,C,00X,LU,20458,20231,1962-07-01,1965-10-28
001857,ATLAS HOTELS INC,AHTL,049339104,0000008316,7011,,C,01,LU,15713,131,1972-12-14,1982-02-23
001859,ATTENTION MEDICAL-OLD,ATMD.2,04999X102,,5047,421450,P,01,LC,85615,7692,1985-08-15,1990-07-31
001860,ATWOOD OCEANICS,ATW,050095108,0000008411,1381,213111,P,01,LC,15721,403,1972-12-14,2017-10-05
001861,AUDEC CORP,ADUCC,050687102,0000752296,3661,334210,C,01,LU,85623,7318,1984-11-28,1988-05-31
001863,AUDIOTRONICS CORP,3ADOT.,050753102,0000008447,3651,334310,P,01,LU,59846,405,1972-12-14,1990-02-28
001864,REX AMERICAN RESOURCES CORP,REX,761624105,0000744187,2860,325193,P,01,LU,68830,7135,1984-07-17,E
001865,AUGAT INC,AUG.1,051042109,0000008462,3714,33441,P,01,LU,49701,20233,1969-12-11,1996-12-31
001866,AULT INC,AULT.,051503100,0000723639,3679,334419,P,01,LU,15748,6324,1983-08-25,2006-01-31
001869,AURIC INTERNATIONAL INC,1440B,051904100,0000044019,9995,,C,01,LU,15756,2016,1974-01-31,1976-09-28
001869,AURIC INTERNATIONAL INC,1440B,051904100,0000044019,9995,,C,00X,LU,15756,2016,1974-01-01,1974-01-30
001870,AURORA PRODUCTS CORP,AUR.1,052056108,0000008507,3944,,P,01,LU,29372,23617,1966-01-31,1971-05-28
001871,AUSTRAL OIL INC,AOC.1,052519105,,1311,,P,01,LU,48362,24998,1969-05-20,1978-03-31
001872,AUSTRON INC,ATRN.,052625100,0000701340,3825,334416,P,01,LU,15772,5535,1982-05-19,1988-06-30
001873,AUTHENTICOLOR INC,ATCR,052663101,0000008588,7384,812921,P,01,LU,15801,384,1979-05-23,1994-01-31
001875,AUTO-TROL TECHNOLOGY CORP,3ATRC,052754207,0000278048,7373,541512,P,01,LU,15820,400,1979-01-24,1997-10-17
001876,AUTO-TRAIN CORP,ACT.1,052755105,,4013,,C,01,LU,57955,411,1972-12-14,1980-09-09
001877,UNIT INSTRUMENTS INC,UNII.,90921C100,0000350067,3823,334513,P,01,LU,15828,45,1981-03-05,1999-01-29
001878,AUTODESK INC,ADSK,052769106,0000769397,7370,519130,P,01,LU,85631,7623,1985-07-31,E
001879,AUTODYNAMICS INC,AUDY,052771102,0000008617,3690,,P,01,LU,15836,406,1979-01-31,1984-06-29
001880,AUTOMATED BLDG COMPONENTS,ATD.1,052807104,,3490,,P,01,LC,46455,24884,1968-07-03,1978-12-31
001883,AUTOMATED MARKETING SYSTEM,AMKT.1,052849106,,8742,,P,01,LU,15879,222,1972-12-14,1982-09-14
001884,DIALYSIS CORP OF AMERICA,DCAI,252529102,0000201653,8090,621492,P,01,LC,69542,407,1986-06-17,2005-09-21
001884,DIALYSIS CORP OF AMERICA,DCAI,252529102,0000201653,8090,621492,P,01,LC,29787,23650,2005-09-22,2010-06-03
001884,DIALYSIS CORP OF AMERICA,DCAI,252529102,0000201653,8090,621492,P,01,LC,69542,407,1973-08-15,1986-03-31
001885,AUTOMATED MICROSYSTEMS INC,3AUMI,052852100,0000741349,5734,,C,01,LU,15895,7040,1984-05-17,1986-03-14
001888,AUTOMATED SYSTEMS INC,ASII.,052887106,0000754876,3672,334412,P,01,LU,85666,7310,1984-11-20,1990-07-31
001891,AUTOMATIC DATA PROCESSING,ADP,053015103,0000008670,7374,518210,P,01,LC,44644,20235,1967-06-26,E
001893,AUTOMATIC SWITCH,ASV.1,053186102,,3490,,P,01,LU,50964,25156,1970-07-29,1985-05-31
001894,AUTOMATION INDUSTRIES INC,AII.2,053213104,0000008721,8700,,P,01,LU,46631,24895,1968-08-19,1978-05-31
001895,AMBASSADOR FOOD SVCS CORP,ABDR,022909204,0000008734,5812,722310,C,01,LC,15924,5818,1983-02-17,1992-07-13
001896,ACUITY IMAGING INC,ACUT.,005081104,0000702891,7373,541512,C,01,LC,80500,13086,1994-05-17,1995-09-20
001896,ACUITY IMAGING INC,ACUT.,005081104,0000702891,7373,541512,C,01,LC,15932,5835,1983-03-01,1989-11-22
001897,AUTOMOCO CORP,AUMO,053286100,0000093021,3714,,C,01,LU,15959,408,1972-12-14,1983-01-31
001898,AUTONUMERICS INC,ATNW,053294104,0000008752,3823,,P,01,LU,15967,393,1979-01-31,1981-04-14
001899,AUTOSPA CORP,3AUSA,053322103,0000720411,6794,533110,C,01,LU,85674,7646,1985-08-19,1989-02-28
001900,AUTOTROL CORP,AUTR.,053326104,0000008759,3823,334513,P,01,LU,15975,413,1972-12-14,1993-10-29
001901,AUXTON COMPUTER ENTERPRISES,AUXT,053334108,,7370,5415,P,01,LU,15983,414,1978-01-31,1987-05-29
001902,DELSITE INC,DSIIQ,24734R103,0000718007,2834,325412,P,01,LC,15991,6282,1983-08-11,2007-08-15
001903,AVALON CORP,AVL.2,053435103,0000022229,1311,211111,C,01,LU,85682,981,1979-01-31,1993-01-26
001903,AVALON CORP,AVL.2,053435103,0000022229,1311,211111,C,00X,LU,85682,981,1974-01-01,1979-01-30
001904,AVANT-GARDE COMPUTING INC,AVGAQ,053488102,0000720148,7373,541512,P,01,LU,16003,6126,1983-06-30,1990-01-31
001905,AVANTEK INC,AVAK,053492104,0000277161,3674,334413,P,01,LU,16011,415,1979-01-31,1991-11-29
001906,A V HOMES INC,AVHI.1,00234P102,0000039677,1531,236117,P,01,LU,16030,421,1981-07-31,2018-10-31
001908,AVCO CORP,TXT1,053501003,0000008793,3724,336412,C,00X,LU,18606,22861,1949-12-01,1962-01-30
001908,AVCO CORP,TXT1,053501003,0000008793,3724,336412,P,01,LU,18606,22861,1962-01-31,1985-02-27
001910,AVEMCO CORP,AVE.1,053555108,0000008802,6331,524126,C,00X,LC,50446,20237,1979-01-01,1979-01-30
001910,AVEMCO CORP,AVE.1,053555108,0000008802,6331,524126,P,01,LC,50446,20237,1979-01-31,1997-06-17
001911,AVERY COAL INC,AVCL,053600102,,1221,,P,01,LU,16038,416,1980-05-21,1982-03-31
001912,AVERY INC,AVRY,053618104,0000740630,1220,2121,P,01,LC,16046,7205,1984-08-29,1991-03-28
001913,AVERY DENNISON CORP,AVY,053611109,0000008818,2670,322220,P,01,LU,44601,20238,1967-06-20,E
001914,AVIALL INC,AVL.1,05366B102,0000701650,5080,423860,C,01,LU,80073,30063,1993-12-15,2006-09-29
001915,AVIATION GROUP INC,LIFT,053664108,,4513,492110,P,01,LU,16054,5244,1981-12-10,1986-01-31
001916,AVIEN INC,AVN.3,053681102,0000008843,3679,,P,01,LU,29399,23618,1965-01-29,1970-12-09
001917,AVIS INC,AVS.2,053782108,0000008848,7500,,P,01,LU,55271,25429,1972-08-14,1977-07-29
001918,AVIS INDUSTRIAL CORP,AVS.1,053789103,0000008849,3490,,P,01,LU,29401,23619,1966-01-31,1971-03-31
001919,AVNET INC,AVT,053807103,0000008858,5065,423690,P,01,LU,27684,20239,1962-01-31,E
001920,AVON PRODUCTS,AVP,054303102,0000008868,2844,325620,P,01,LU,40416,20240,1964-04-20,2020-01-31
001921,AVONDALE MILLS INC,AVD.1,054393103,0001016263,2200,313,P,01,LU,46156,24865,1968-04-29,1986-06-30
001922,AXIA INC,AX.2,054595103,0000012635,3420,3339,C,00X,LU,21127,23051,1950-01-01,1962-01-30
001922,AXIA INC,AX.2,054595103,0000012635,3420,3339,P,01,LU,21127,23051,1962-01-31,1984-10-31
001923,AYDIN CORP,AYD,054681101,0000008919,3663,334220,C,01,LU,58376,20241,1975-04-09,1999-04-30
001925,AZCON CORP,AZNC,054775101,0000008938,5099,,C,01,LC,10436,22191,1963-01-31,1971-06-18
001925,AZCON CORP,AZNC,054775101,0000008938,5099,,C,01,LC,16118,429,1972-12-14,1978-02-28
001926,AZZ INC,AZZ,002474104,0000008947,3470,33281,C,00X,LU,16126,430,1973-03-01,1973-03-29
001926,AZZ INC,AZZ,002474104,0000008947,3470,33281,P,01,LU,16126,430,1973-03-30,E
001927,AZTEC OIL & GAS CO,AOG.1,054897103,0000008952,1311,,P,01,LU,48768,25023,1969-07-22,1976-02-27
001929,AZTEC RESOURCES CORP,AZCO,055003107,0000317149,1311,211111,P,01,LU,16134,427,1981-01-30,1986-12-31
001930,AZTECH INTERNATIONAL LTD,3AZIN,055005102,0000225067,3634,335211,P,01,LU,16142,428,1979-01-31,1991-12-31
001932,BRITISH AMER TOBACCO PLC,BTI,110448107,0001303523,2111,312230,P,90,LC,59504,20243,1976-12-21,E
001933,BBDO INTERNATIONAL,BBDO.1,055275101,,7311,541810,P,01,LU,16169,457,1973-10-26,1986-08-29
001935,BDI INVESTMENTS CORP,BDII,055368104,0000014343,5190,,C,01,LU,47693,24958,1969-02-11,1983-09-02
001936,BDM FEDERAL  -CL A,BDM.1,055378202,,7373,541512,P,01,LC,63896,477,1987-03-01,1988-06-24
001936,BDM FEDERAL  -CL A,BDM.1,055378202,,7373,541512,P,02,LC,63896,477,1983-01-31,1984-01-30
001936,BDM FEDERAL  -CL A,BDM.1,055378202,,7373,541512,N,01,LC,63896,477,1984-01-31,1987-02-28
001936,BDM FEDERAL  -CL A,BDM.1,055378202,,7373,541512,C,01,LC,63896,477,1980-10-03,1983-01-30
001937,BFI COMMUNICATIONS SYSTEMS,BFXCE,055388102,,3661,334210,P,01,LC,16177,5905,1983-04-07,1985-04-26
001939,BGS SYSTEMS INC,BGSS,055442107,0000718976,7372,511210,P,01,LU,16185,6038,1983-06-03,1998-03-31
001940,BI INC,BIAC,055467203,0000716629,7380,561621,P,01,LU,16193,5992,1983-05-16,2000-10-31
001941,BIW CABLE SYSTEMS INC,BIWC,055475107,0000000212,3357,335929,P,01,LU,16206,533,1981-04-15,1988-07-29
001942,BKW SYSTEM INC-DEL,5945B,055485106,0000724679,7373,541512,C,01,LU,16214,6378,1983-09-13,1987-06-16
001943,BMC INDUSTRIES INC,BMMI,055607105,0000215310,3470,332812,P,01,LU,65496,458,1972-12-14,2003-08-18
001945,BOC GROUP PLC,BOX.1,055617609,0000715095,2810,325120,P,91,LU,83980,26489,1996-09-18,2006-09-29
001949,BRT APARTMENTS CORP,BRT,055645303,0000014846,6798,531110,P,01,LU,56856,20247,1973-05-23,E
001950,BSD BANCORP INC,3BSDBE,055655104,0000319498,6020,522110,C,01,LU,68291,20249,1985-10-10,1993-09-30
001951,BSD MEDICAL CORP,PRSNQ,055665103,0000320174,3845,334510,C,01,LC,16249,674,2005-06-09,2016-01-15
001951,BSD MEDICAL CORP,PRSNQ,055665103,0000320174,3845,334510,C,01,LC,16249,674,1980-12-09,1991-01-02
001952,KNOWLEDGE DATA SYSTEMS INC,KDSI,499244101,0000319316,7373,541512,C,01,LU,16265,680,1984-05-17,1991-02-28
001953,CERPLEX GROUP INC,CPLXQ,156913501,0000319237,7370,541519,C,01,LU,64717,681,1980-12-31,1997-12-12
001953,CERPLEX GROUP INC,CPLXQ,156913501,0000319237,7370,541519,C,00X,LU,64717,681,1980-12-22,1980-12-30
001954,BT MORTGAGE INVESTORS,BTM.2,055767107,,6798,,P,01,LU,52118,25226,1971-03-18,1982-05-28
001955,BTK INDUSTRIES INC,BTK,055830103,0000012152,2320,,P,01,LU,61495,541,1972-12-14,1985-03-29
001956,MID-ATLANTIC REALTY TRUST,MRR,595232109,0000909298,6798,525930,P,01,LU,85711,7601,1985-06-18,2003-10-31
001957,BAV LIQUIDATING CORP,3BAVLE,055900104,0000010366,1220,,C,00X,LU,23640,23225,1959-09-01,1965-06-29
001957,BAV LIQUIDATING CORP,3BAVLE,055900104,0000010366,1220,,C,01,LU,23640,23225,1965-06-30,1980-05-07
001958,BPI SYSTEMS INC,BPII,055906101,0000702182,7372,511210,P,01,LC,16273,5538,1982-06-03,1987-06-30
001960,BR COMMUNICATIONS,BRHF.1,055911101,0000715075,3663,334220,P,01,LU,16300,5861,1983-03-16,1988-01-29
001962,BMC INTERNATIONAL CORP,LITE.4,055915102,0000355975,5090,,P,01,LU,16329,5332,1982-03-23,1984-08-31
001964,B T U ENGINEERING CORP,BTU.2,056029101,,3567,,P,01,LU,44572,24762,1967-06-14,1979-07-31
001965,BABCOCK & WILCOX CO-OLD,BAW.,056147101,,3510,335311,C,00X,LU,24854,23296,1952-06-30,1962-01-30
001965,BABCOCK & WILCOX CO-OLD,BAW.,056147101,,3510,335311,P,01,LU,24854,23296,1962-01-31,1978-03-31
001966,BACARDI CORP  -CL A,3BACDA,056345408,0000009029,2080,3121,C,01,LC,16353,5771,1983-01-17,1986-12-22
001967,BACHE GROUP INC,BAC.,056357106,0000898733,6211,,P,01,LU,54893,25401,1972-05-31,1981-06-11
001968,BADGER METER INC,BMI,056525108,0000009092,3824,334514,C,01,LU,53110,20250,1971-08-31,E
